"","market","airlineaa","airlinedl","airlineua","airlineal","airlinelcc","airlinewn","airport1","state1","city1","population1","route1","tourism1","airport2","state2","city2","population2","route2","tourism2","distance","distancesq","passengers","airpresence","population","route","firm_nb"
"152","ALBSMF",0,0,1,0,0,1,"ALB","US-NY","Albany",95658,50,0,"SMF","US-CA","Sacramento",407018,61,1,2491,6205081,1518,3781338,251338,55.5,2
"153","ALBSNA",0,0,1,1,0,0,"ALB","US-NY","Albany",95658,50,0,"SNA","US-CA","Santa Ana",337977,60,1,2448,5992704,1427,3493296,216817.5,55,2
"154","ALBSRQ",0,1,0,1,0,0,"ALB","US-NY","Albany",95658,50,0,"SRQ","US-FL","Sarasota/Bradenton",52715,43,1,1177,1385329,1442,1697234,74186.5,46.5,2
"155","ALBSTL",0,0,0,1,0,1,"ALB","US-NY","Albany",95658,50,0,"STL","US-MO","St Louis",348189,90,0,910,828100,2861,2603510,221923.5,70,2
"156","ALBTPA",0,1,0,1,0,1,"ALB","US-NY","Albany",95658,50,0,"TPA","US-FL","Tampa",303447,92,1,1130,1276900,9606,10854780,199552.5,71,3
"157","ALBTUS",1,0,0,0,0,0,"ALB","US-NY","Albany",95658,50,0,"TUS","US-AZ","Tucson",486699,60,0,2160,4665600,513,1108080,291178.5,55,1
"158","ATLAUS",1,1,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"AUS","US-TX","Austin",656562,74,0,812,659344,14508,11780496,536518,85.5,4
"159","ATLAVP",0,0,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"AVP","US-PA","Wilkes-Barre/Scranton",76415,13,0,769,591361,1014,779766,246444.5,55,1
"160","ATLAZO",0,0,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"AZO","US-MI","Kalamazoo",77145,15,0,596,355216,1113,663348,246809.5,56,1
"161","ATLBDL",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"BDL","US-CT","Hartford",121578,66,0,859,737881,23387,20089432,269026,81.5,5
"162","ATLBHM",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"BHM","US-AL","Birmingham",242820,60,0,134,17956,1552,207968,329647,78.5,1
"163","ATLBNA",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"BNA","US-TN","Nashville",545524,86,0,214,45796,9030,1932420,480999,91.5,1
"164","ATLBOI",0,1,1,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"BOI","US-ID","Boise",185787,38,0,1838,3378244,2200,4043600,301130.5,67.5,3
"165","ATLBOS",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"BOS","US-MA","Boston",589141,90,0,945,893025,75207,71070616,502807.5,93.5,5
"166","ATLBTR",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"BTR","US-LA","Baton Rouge",227818,33,0,449,201601,4942,2218958,322146,65,1
"167","ATLBUF",0,1,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"BUF","US-NY","Buffalo",292648,54,0,712,506944,19990,14232880,354561,75.5,3
"168","ATLBUR",1,0,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"BUR","US-CA","Burbank",100316,39,1,1956,3825936,1091,2133996,258395,68,2
"169","ATLBWI",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"BWI","US-MD","Baltimore",651154,85,0,576,331776,42362,24400512,533814,91,2
"170","ATLCAE",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"CAE","US-SC","Columbia",116278,38,0,191,36481,2752,525632,266376,67.5,1
"171","ATLCAK",0,0,0,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"CAK","US-OH","Akron",217074,21,0,528,278784,10773,5688144,316774,59,1
"172","ATLCHS",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"CHS","US-SC","Charleston",96650,55,0,259,67081,6647,1721573,256562,76,1
"173","ATLCMH",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"CMH","US-OH","Columbus",711470,73,0,446,198916,15594,6954924,563972,85,2
"174","ATLCOS",1,1,1,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"COS","US-CO","Colorado Springs",360890,49,0,1185,1404225,6101,7229685,388682,73,3
"175","ATLCRP",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"CRP","US-TX","Corpus Christi",277454,25,0,876,767376,1269,1111644,346964,61,2
"176","ATLCVG",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"CVG","US-KY","Cincinnati",331285,70,0,373,139129,15631,5830363,373879.5,83.5,2
"177","ATLDAB",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"DAB","US-FL","Daytona Beach",64112,34,1,366,133956,3965,1451190,240293,65.5,1
"178","ATLDAL",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"DAL","US-TX","Dallas",1188580,93,0,721,519841,3666,2643186,802527,95,1
"179","ATLDAY",0,1,0,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"DAY","US-OH","Dayton",166179,45,0,432,186624,22258,9615456,291326.5,71,2
"180","ATLDCA",0,1,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"DCA","US-DC","Washington",572059,87,0,547,299209,40160,21967520,494266.5,92,3
"181","ATLDEN",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"DEN","US-CO","Denver",554636,95,0,1199,1437601,47474,56921328,485555,96,5
"182","ATLDFW",1,1,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,731,534361,89162,65177424,475584,97.5,4
"183","ATLDSM",1,1,1,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"DSM","US-IA","Des Moines",198682,35,0,743,552049,4548,3379164,307578,66,4
"184","ATLELP",1,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"ELP","US-TX","El Paso",563662,51,0,1282,1643524,4366,5597212,490068,74,3
"185","ATLFAT",1,0,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"FAT","US-CA","Fresno",427652,19,1,2005,4020025,1344,2694720,422063,58,1
"186","ATLFLL",0,1,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"FLL","US-FL","Fort Lauderdale",152397,84,1,581,337561,57190,33227390,284435.5,90.5,3
"187","ATLFNT",0,0,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"FNT","US-MI","Flint",124943,28,0,644,414736,8202,5282088,270708.5,62.5,2
"188","ATLFWA",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"FWA","US-IN","Fort Wayne",205727,14,0,508,258064,2043,1037844,311100.5,55.5,2
"189","ATLGEG",0,1,1,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"GEG","US-WA","Spokane",195629,43,0,1968,3873024,2148,4227264,306051.5,70,3
"190","ATLGRR",0,1,1,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"GRR","US-MI","Grand Rapids",197800,42,0,640,409600,4699,3007360,307137,69.5,3
"191","ATLGSO",0,1,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"GSO","US-NC","Greensboro",223891,46,0,305,93025,22566,6882630,320182.5,71.5,3
"192","ATLGSP",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"GSP","US-SC","Greenville",56720,36,0,153,23409,1091,166923,236597,66.5,1
"193","ATLHOU",0,1,0,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"HOU","US-TX","Houston",1953631,70,0,696,484416,21555,15002280,1185052.5,83.5,2
"194","ATLIAD",0,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"IAD","US-DC","Washington",572059,66,0,533,284089,69312,36943296,494266.5,81.5,4
"195","ATLICT",1,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"ICT","US-KS","Wichita",344284,32,0,781,609961,3146,2457026,380379,64.5,2
"196","ATLIND",1,1,1,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"IND","US-IN","Indianapolis",781870,76,0,432,186624,14402,6221664,599172,86.5,4
"197","ATLISP",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"ISP","US-NY","Islip",17932,30,0,795,632025,1937,1539915,217203,63.5,1
"198","ATLJAN",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"JAN","US-MS","Jackson",184256,43,0,341,116281,5613,1914033,300365,70,1
"199","ATLJAX",0,1,0,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"JAX","US-FL","Jacksonville",735617,73,1,270,72900,31918,8617860,576045.5,85,2
"200","ATLJFK",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"JFK","US-NY","New York",8008278,51,0,759,576081,7337,5568783,4212376,74,1
"201","ATLLAN",0,0,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"LAN","US-MI","Lansing",119128,24,0,631,398161,843,531933,267801,60.5,1
"202","ATLLAX",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"LAX","US-CA","Los Angeles",3694820,95,1,1946,3786916,60386,117511152,2055647,96,5
"203","ATLLEX",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"LEX","US-KY","Lexington",260512,32,0,303,91809,3588,1087164,338493,64.5,1
"204","ATLLGA",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"LGA","US-NY","New York",8008278,87,0,761,579121,116780,88869584,4212376,92,5
"205","ATLLIT",1,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"LIT","US-AR","Little Rock",183133,53,0,453,205209,7034,3186402,299803.5,75,3
"206","ATLMBS",0,0,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"MBS","US-MI","Saginaw",61799,27,0,692,478864,923,638716,239136.5,62,1
"207","ATLMCI",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"MCI","US-MO","Kansas City",441545,86,0,692,478864,31941,22103172,429009.5,91.5,5
"208","ATLMCO",0,1,0,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"MCO","US-FL","Orlando",185951,92,1,403,162409,63469,25578008,301212.5,94.5,2
"209","ATLMDT",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"MDT","US-PA","Harrisburg",48880,31,0,619,383161,4379,2710601,232677,64,2
"210","ATLMDW",0,0,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"MDW","US-IL","Chicago",2896016,60,0,590,348100,30894,18227460,1656245,78.5,2
"211","ATLMEM",0,1,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"MEM","US-TN","Memphis",650100,70,0,332,110224,38024,12623968,533287,83.5,3
"212","ATLMFE",0,0,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"MFE","US-TX","Mc Allen",106414,22,0,1005,1010025,1042,1047210,261444,59.5,1
"213","ATLMIA",1,1,1,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"MIA","US-FL","Miami",362470,89,1,595,354025,55185,32835076,389472,93,4
"214","ATLMKE",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"MKE","US-WI","Milwaukee",596974,64,0,669,447561,14338,9592122,506724,80.5,5
"215","ATLMLB",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"MLB","US-FL","Melbourne",71382,28,1,443,196249,5094,2256642,243928,62.5,1
"216","ATLMOB",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"MOB","US-AL","Mobile",198915,29,0,302,91204,5959,1799618,307694.5,63,1
"217","ATLMSY",0,1,0,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"MSY","US-LA","New Orleans",484674,87,0,425,180625,34089,14487825,450574,92,2
"218","ATLOAK",1,1,1,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"OAK","US-CA","Oakland",399484,57,1,2130,4536900,6485,13813050,407979,77,4
"219","ATLOKC",1,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"OKC","US-OK","Oklahoma City",506132,61,0,761,579121,7886,6001246,461303,79,3
"220","ATLOMA",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"OMA","US-NE","Omaha",390007,56,0,821,674041,6860,5632060,403240.5,76.5,5
"221","ATLORD",1,1,1,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"ORD","US-IL","Chicago",2896016,97,0,606,367236,85085,51561512,1656245,97,4
"222","ATLORF",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"ORF","US-VA","Norfolk",234403,66,0,516,266256,16988,8765808,325438.5,81.5,2
"223","ATLPBI",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"PBI","US-FL","West Palm Beach",82103,68,1,545,297025,20005,10902725,249288.5,82.5,2
"224","ATLPDX",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"PDX","US-OR","Portland",529121,68,0,2172,4717584,13985,30375420,472797.5,82.5,5
"225","ATLPHF",0,0,0,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"PHF","US-VA","Newport News",180150,16,0,508,258064,9601,4877308,298312,56.5,1
"226","ATLPNS",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"PNS","US-FL","Pensacola",56255,38,1,272,73984,4025,1094800,236364.5,67.5,1
"227","ATLPVD",0,1,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"PVD","US-RI","Providence",173618,59,0,903,815409,8783,7931049,295046,78,3
"228","ATLRDU",0,1,0,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"RDU","US-NC","Raleigh/Durham",463128,77,0,356,126736,47352,16857312,439801,87,3
"229","ATLRIC",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"RIC","US-VA","Richmond",197790,50,0,481,231361,16382,7879742,307132,73.5,2
"230","ATLROC",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"ROC","US-NY","Rochester",219773,47,0,749,561001,6216,4655784,318123.5,72,2
"231","ATLRSW",0,1,0,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"RSW","US-FL","Fort Myers",51970,68,1,515,265225,15525,7995375,234222,82.5,2
"232","ATLSAN",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"SAN","US-CA","San Diego",1223400,85,1,1891,3575881,20197,38192528,819937,91,5
"233","ATLSAT",1,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"SAT","US-TX","San Antonio",1144646,80,0,874,763876,13846,12101404,780560,88.5,3
"234","ATLSDF",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"SDF","US-KY","Louisville",256231,62,0,321,103041,8825,2832825,336352.5,79.5,2
"235","ATLSEA",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"SEA","US-WA","Seattle",563374,86,0,2182,4761124,26294,57373508,489924,91.5,5
"236","ATLSFO",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"SFO","US-CA","San Francisco",776733,88,1,2139,4575321,40860,87399536,596603.5,92.5,5
"237","ATLSHV",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"SHV","US-LA","Shreveport",200145,19,0,552,304704,3081,1700712,308309.5,58,1
"238","ATLSJC",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"SJC","US-CA","San Jose",894943,59,1,2116,4477456,12520,26492320,655708.5,78,5
"239","ATLSLC",1,1,1,1,1,0,"ATL","US-GA","Atlanta",416474,97,0,"SLC","US-UT","Salt Lake City",181743,74,0,1589,2524921,22872,36343608,299108.5,85.5,5
"240","ATLSMF",1,1,1,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"SMF","US-CA","Sacramento",407018,61,1,2092,4376464,9517,19909564,411746,79,4
"241","ATLSNA",1,1,1,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"SNA","US-CA","Santa Ana",337977,60,1,1919,3682561,14307,27455132,377225.5,78.5,4
"242","ATLSRQ",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"SRQ","US-FL","Sarasota/Bradenton",52715,43,1,445,198025,5908,2629060,234594.5,70,1
"243","ATLSTL",1,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"STL","US-MO","St Louis",348189,90,0,483,233289,22822,11023026,382331.5,93.5,3
"244","ATLSYR",0,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"SYR","US-NY","Syracuse",147306,41,0,793,628849,5847,4636671,281890,69,2
"245","ATLTOL",0,1,0,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"TOL","US-OH","Toledo",313619,15,0,549,301401,7404,4064796,365046.5,56,2
"246","ATLTPA",0,1,0,0,1,0,"ATL","US-GA","Atlanta",416474,97,0,"TPA","US-FL","Tampa",303447,92,1,406,164836,59915,24325490,359960.5,94.5,2
"247","ATLTRI",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"TRI","US-TN","Bristol/Johnson/Kingsport",115531,12,0,227,51529,2371,538217,266002.5,54.5,1
"248","ATLTUL",1,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"TUL","US-OK","Tulsa",393049,52,0,674,454276,7051,4752374,404761.5,74.5,3
"249","ATLTUS",1,1,0,1,0,0,"ATL","US-GA","Atlanta",416474,97,0,"TUS","US-AZ","Tucson",486699,60,0,1541,2374681,4675,7204175,451586.5,78.5,3
"250","ATLTYS",0,1,0,0,0,0,"ATL","US-GA","Atlanta",416474,97,0,"TYS","US-TN","Knoxville",173890,38,0,152,23104,2636,400672,295182,67.5,1
"251","AUSBDL",1,1,1,1,0,1,"AUS","US-TX","Austin",656562,74,0,"BDL","US-CT","Hartford",121578,66,0,1604,2572816,3974,6374296,389070,70,5
"252","AUSBHM",1,1,0,1,0,1,"AUS","US-TX","Austin",656562,74,0,"BHM","US-AL","Birmingham",242820,60,0,681,463761,2164,1473684,449691,67,4
"253","AUSBNA",1,1,0,1,0,1,"AUS","US-TX","Austin",656562,74,0,"BNA","US-TN","Nashville",545524,86,0,753,567009,8994,6772482,601043,80,4
"254","AUSBOI",0,0,1,1,0,0,"AUS","US-TX","Austin",656562,74,0,"BOI","US-ID","Boise",185787,38,0,1368,1871424,1451,1984968,421174.5,56,2
"255","AUSBOS",1,1,1,1,0,0,"AUS","US-TX","Austin",656562,74,0,"BOS","US-MA","Boston",589141,90,0,1695,2873025,8030,13610850,622851.5,82,4
"256","AUSBTR",0,1,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"BTR","US-LA","Baton Rouge",227818,33,0,391,152881,872,340952,442190,53.5,2
"257","AUSBUF",1,1,0,0,0,1,"AUS","US-TX","Austin",656562,74,0,"BUF","US-NY","Buffalo",292648,54,0,1362,1855044,2732,3720984,474605,64,3
"258","AUSBUR",0,0,0,1,0,1,"AUS","US-TX","Austin",656562,74,0,"BUR","US-CA","Burbank",100316,39,1,1237,1530169,2013,2490081,378439,56.5,2
"259","AUSBWI",1,1,1,1,0,1,"AUS","US-TX","Austin",656562,74,0,"BWI","US-MD","Baltimore",651154,85,0,1339,1792921,17497,23428484,653858,79.5,5
"260","AUSCAE",0,1,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"CAE","US-SC","Columbia",116278,38,0,1003,1006009,665,666995,386420,56,1
"261","AUSCHS",0,1,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"CHS","US-SC","Charleston",96650,55,0,1068,1140624,753,804204,376606,64.5,1
"262","AUSCMH",1,1,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"CMH","US-OH","Columbus",711470,73,0,1070,1144900,3552,3800640,684016,73.5,3
"263","AUSCOS",1,1,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"COS","US-CO","Colorado Springs",360890,49,0,775,600625,2293,1777075,508726,61.5,3
"264","AUSCRP",0,0,0,0,0,1,"AUS","US-TX","Austin",656562,74,0,"CRP","US-TX","Corpus Christi",277454,25,0,339,114921,1287,436293,467008,49.5,1
"265","AUSCVG",0,1,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"CVG","US-KY","Cincinnati",331285,70,0,955,912025,2956,2822980,493923.5,72,1
"266","AUSDAL",0,0,0,0,0,1,"AUS","US-TX","Austin",656562,74,0,"DAL","US-TX","Dallas",1188580,93,0,183,33489,52693,9642819,922571,83.5,1
"267","AUSDCA",1,1,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"DCA","US-DC","Washington",572059,87,0,1313,1723969,5987,7860931,614310.5,80.5,3
"268","AUSDEN",1,1,1,1,1,0,"AUS","US-TX","Austin",656562,74,0,"DEN","US-CO","Denver",554636,95,0,768,589824,14915,11454720,605599,84.5,5
"269","AUSDFW",1,1,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,183,33489,12573,2300859,595628,86,3
"270","AUSDSM",1,0,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"DSM","US-IA","Des Moines",198682,35,0,807,651249,856,690792,427622,54.5,1
"271","AUSELP",1,0,0,0,0,1,"AUS","US-TX","Austin",656562,74,0,"ELP","US-TX","El Paso",563662,51,0,525,275625,13064,6858600,610112,62.5,2
"272","AUSFLL",1,1,0,1,0,1,"AUS","US-TX","Austin",656562,74,0,"FLL","US-FL","Fort Lauderdale",152397,84,1,1108,1227664,5515,6110620,404479.5,79,4
"273","AUSGEG",0,0,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"GEG","US-WA","Spokane",195629,43,0,1593,2537649,1223,1948239,426095.5,58.5,1
"274","AUSGSO",0,1,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"GSO","US-NC","Greensboro",223891,46,0,1102,1214404,1010,1113020,440226.5,60,2
"275","AUSGSP",1,1,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"GSP","US-SC","Greenville",56720,36,0,965,931225,877,846305,356641,55,2
"276","AUSHOU",1,0,0,0,0,1,"AUS","US-TX","Austin",656562,74,0,"HOU","US-TX","Houston",1953631,70,0,152,23104,22746,3457392,1305096.5,72,2
"277","AUSIAD",1,1,1,1,0,0,"AUS","US-TX","Austin",656562,74,0,"IAD","US-DC","Washington",572059,66,0,1294,1674436,4496,5817824,614310.5,70,4
"278","AUSICT",1,0,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"ICT","US-KS","Wichita",344284,32,0,511,261121,793,405223,500423,53,1
"279","AUSIND",1,1,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"IND","US-IN","Indianapolis",781870,76,0,916,839056,4100,3755600,719216,75,3
"280","AUSISP",0,0,0,0,0,1,"AUS","US-TX","Austin",656562,74,0,"ISP","US-NY","Islip",17932,30,0,1556,2421136,1527,2376012,337247,52,1
"281","AUSJAN",0,1,0,0,0,1,"AUS","US-TX","Austin",656562,74,0,"JAN","US-MS","Jackson",184256,43,0,494,244036,1452,717288,420409,58.5,2
"282","AUSJAX",1,1,0,1,0,1,"AUS","US-TX","Austin",656562,74,0,"JAX","US-FL","Jacksonville",735617,73,1,956,913936,2747,2626132,696089.5,73.5,4
"283","AUSJFK",1,0,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"JFK","US-NY","New York",8008278,51,0,1519,2307361,847,1286593,4332420,62.5,1
"284","AUSLAX",1,1,1,1,0,1,"AUS","US-TX","Austin",656562,74,0,"LAX","US-CA","Los Angeles",3694820,95,1,1238,1532644,20130,24920940,2175691,84.5,5
"285","AUSLEX",0,1,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"LEX","US-KY","Lexington",260512,32,0,919,844561,1149,1055931,458537,53,1
"286","AUSLGA",1,1,0,1,1,0,"AUS","US-TX","Austin",656562,74,0,"LGA","US-NY","New York",8008278,87,0,1518,2304324,11131,16896858,4332420,80.5,4
"287","AUSLIT",1,1,0,0,0,1,"AUS","US-TX","Austin",656562,74,0,"LIT","US-AR","Little Rock",183133,53,0,442,195364,3427,1514734,419847.5,63.5,3
"288","AUSMCI",1,0,0,1,1,1,"AUS","US-TX","Austin",656562,74,0,"MCI","US-MO","Kansas City",441545,86,0,643,413449,8277,5322111,549053.5,80,4
"289","AUSMCO",1,1,0,1,0,1,"AUS","US-TX","Austin",656562,74,0,"MCO","US-FL","Orlando",185951,92,1,995,990025,12281,12219595,421256.5,83,4
"290","AUSMDW",1,0,0,0,1,1,"AUS","US-TX","Austin",656562,74,0,"MDW","US-IL","Chicago",2896016,60,0,967,935089,4799,4640633,1776289,67,3
"291","AUSMEM",1,0,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"MEM","US-TN","Memphis",650100,70,0,556,309136,1843,1024708,653331,72,2
"292","AUSMFE",1,0,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"MFE","US-TX","Mc Allen",106414,22,0,286,81796,1622,463892,381488,48,2
"293","AUSMIA",1,1,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"MIA","US-FL","Miami",362470,89,1,1107,1225449,2650,2933550,509516,81.5,3
"294","AUSMKE",1,0,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"MKE","US-WI","Milwaukee",596974,64,0,1027,1054729,1453,1492231,626768,69,2
"295","AUSMSY",1,1,0,1,0,1,"AUS","US-TX","Austin",656562,74,0,"MSY","US-LA","New Orleans",484674,87,0,446,198916,8020,3576920,570618,80.5,4
"296","AUSOAK",1,1,1,1,0,1,"AUS","US-TX","Austin",656562,74,0,"OAK","US-CA","Oakland",399484,57,1,1492,2226064,6277,9365284,528023,65.5,5
"297","AUSOKC",1,0,0,0,0,1,"AUS","US-TX","Austin",656562,74,0,"OKC","US-OK","Oklahoma City",506132,61,0,351,123201,4155,1458405,581347,67.5,2
"298","AUSOMA",1,0,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"OMA","US-NE","Omaha",390007,56,0,765,585225,1734,1326510,523284.5,65,2
"299","AUSORD",1,1,1,1,0,0,"AUS","US-TX","Austin",656562,74,0,"ORD","US-IL","Chicago",2896016,97,0,972,944784,20024,19463328,1776289,85.5,4
"300","AUSORF",1,1,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"ORF","US-VA","Norfolk",234403,66,0,1328,1763584,1561,2073008,445482.5,70,2
"301","AUSPBI",0,1,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"PBI","US-FL","West Palm Beach",82103,68,1,1099,1207801,1497,1645203,369332.5,71,2
"302","AUSPDX",1,1,1,1,0,1,"AUS","US-TX","Austin",656562,74,0,"PDX","US-OR","Portland",529121,68,0,1708,2917264,6366,10873128,592841.5,71,5
"303","AUSPVD",1,1,0,1,0,1,"AUS","US-TX","Austin",656562,74,0,"PVD","US-RI","Providence",173618,59,0,1660,2755600,4812,7987920,415090,66.5,4
"304","AUSRDU",1,1,0,1,0,1,"AUS","US-TX","Austin",656562,74,0,"RDU","US-NC","Raleigh/Durham",463128,77,0,1161,1347921,9468,10992348,559845,75.5,4
"305","AUSRIC",1,1,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"RIC","US-VA","Richmond",197790,50,0,1269,1610361,1515,1922535,427176,62,2
"306","AUSROC",1,0,0,0,0,0,"AUS","US-TX","Austin",656562,74,0,"ROC","US-NY","Rochester",219773,47,0,1416,2005056,904,1280064,438167.5,60.5,1
"307","AUSRSW",0,1,0,1,0,0,"AUS","US-TX","Austin",656562,74,0,"RSW","US-FL","Fort Myers",51970,68,1,1004,1008016,926,929704,354266,71,2
