v1,market,airlineaa,airlineal,airlinedl,airlinelcc,airlineua,airlinewn,city_pairaa,operate1aa,operate2aa,passengeraa,distaa,airpresenceaa,routeaa,lairpresenceaa,city_pairal,operate1al,operate2al,passengeral,distal,airpresenceal,routeal,lairpresenceal,city_pairdl,operate1dl,operate2dl,passengerdl,distdl,airpresencedl,routedl,lairpresencedl,city_pairlcc,operate1lcc,operate2lcc,passengerlcc,distlcc,airpresencelcc,routelcc,lairpresencelcc,city_pairua,operate1ua,operate2ua,passengerua,distua,airpresenceua,routeua,lairpresenceua,city_pairwn,operate1wn,operate2wn,passengerwn,distwn,airpresencewn,routewn,lairpresencewn,airport1,state1,city1,population1,route1,tourism1,airport2,state2,city2,population2,route2,tourism2,population,firm_nb,tourism,lpopulation,distancesq,distance,ldistance,ldistancesq
59,ABQMKE,1,1,0,0,0,0,0,1,1,3,1193.5,3580.5,79.5,8.1835365,0,1,1,0,0,0,0,0,1,1,1,83,1608,133464,120.5,11.801595,1,1,1,0,0,0,0,0,1,1,1,7,1304,9128,107.5,9.1192112,0,1,0,0,0,0,0,0,ABQ,US-NM,Albuquerque,448607,67,0,MKE,US-WI,Milwaukee,596974,64,0,522790.5,2,0,13.166936,1404225,1185,7.077498,14.154996
60,ABQMSY,1,1,1,0,0,1,0,1,1,171,1017,173907,101.5,12.066281,0,1,1,0,0,0,0,0,0,1,1,429,1043.2064,447535.56,124.5,13.011514,1,1,1,0,0,0,0,0,1,1,1,70,1411,98770,98,11.500559,0,1,1,1484,1038.2854,1540815.5,57.5,14.247823,ABQ,US-NM,Albuquerque,448607,67,0,MSY,US-LA,New Orleans,484674,87,0,466640.5,4,0,13.053314,1030225,1015,6.9226437,13.845287
61,ABQOAK,0,1,0,0,1,1,1,1,1,3,2025,6075,91,8.7121019,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,492,1310.9387,644981.88,99,13.376979,0,1,1,10624,949.90063,10091744,56.5,16.127228,ABQ,US-NM,Albuquerque,448607,67,0,OAK,US-CA,Oakland,399484,57,1,424045.5,3,1,12.957596,790321,889,6.7900972,13.580194
62,ABQOKC,0,0,0,0,0,1,1,1,1,53,746.43903,39561.27,101.5,10.585631,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,126,844,106344,91,11.574444,0,1,1,1207,646.08966,779830.25,57.5,13.566833,ABQ,US-NM,Albuquerque,448607,67,0,OKC,US-OK,Oklahoma City,506132,61,0,477369.5,1,0,13.076046,260100,510,6.2344108,12.468822
63,ABQOMA,1,0,0,1,1,0,0,1,1,103,1152,118656,92,11.683992,1,1,1,0,0,0,0,0,1,1,1,1,1332,1332,107.5,7.1951871,0,1,1,263,821,215923,24,12.282681,0,1,1,463,810.77399,375388.34,105.5,12.835719,1,1,1,52,1444.9091,75135.273,57,11.227058,ABQ,US-NM,Albuquerque,448607,67,0,OMA,US-NE,Omaha,390007,56,0,419307,3,0,12.946359,525625,725,6.5861716,13.172343
64,ABQORD,1,0,1,0,1,0,0,1,1,4213,1193.3379,5027532.5,114,15.43044,1,1,1,0,0,0,0,0,0,1,1,194,1638.7356,317914.72,123.5,12.669541,1,1,1,0,0,0,0,0,0,1,1,1643,1244.854,2045295.1,129,14.531054,0,1,0,0,0,0,0,0,ABQ,US-NM,Albuquerque,448607,67,0,ORD,US-IL,Chicago,2896016,97,0,1672311.5,3,0,14.329718,1249924,1118,7.0192966,14.038593
65,ABQORF,1,0,1,0,0,0,0,1,1,150,1782,267300,88.5,12.496131,1,1,1,0,0,0,0,0,0,1,1,266,1772.2188,471410.19,115,13.063486,0,1,0,0,0,0,0,0,1,1,1,9,1954,17586,100.5,9.7749157,0,1,0,0,0,0,0,0,ABQ,US-NM,Albuquerque,448607,67,0,ORF,US-VA,Norfolk,234403,66,0,341505,2,0,12.741117,2896804,1702,7.4395595,14.879119
66,ABQPBI,0,1,1,0,0,0,1,1,1,93,1718.579,159827.84,90.5,11.981859,0,1,1,0,0,0,0,0,0,1,1,411,1728.1298,710261.31,124,13.47339,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,31,1813.3636,56214.273,54,10.936944,ABQ,US-NM,Albuquerque,448607,67,0,PBI,US-FL,West Palm Beach,82103,68,1,265355,2,1,12.488824,2792241,1671,7.4211774,14.842355
67,ABQPDX,0,1,0,0,1,1,1,1,1,14,2263.2,31684.799,97,10.363624,0,1,1,0,0,0,0,0,1,1,1,201,1126.4496,226416.36,125,12.330135,1,1,1,89,1341,119349,20.5,11.689816,0,1,1,1187,1352.2848,1605162,119,14.288736,0,1,1,3266,1249.3544,4080391.3,57,15.221704,ABQ,US-NM,Albuquerque,448607,67,0,PDX,US-OR,Portland,529121,68,0,488864,3,0,13.099839,1234321,1111,7.0130157,14.026031
68,ABQPVD,1,1,1,0,0,0,0,1,1,246,1981.6414,487483.78,86.5,13.097014,0,1,1,0,0,0,0,0,0,1,1,783,2087.843,1634781.1,110.5,14.30702,1,1,1,0,0,0,0,0,1,1,1,45,2166.1428,97476.43,100.5,11.487376,1,1,1,691,1979.553,1367871.1,56,14.128767,ABQ,US-NM,Albuquerque,448607,67,0,PVD,US-RI,Providence,173618,59,0,311112.5,3,0,12.64791,3802500,1950,7.5755849,15.15117
69,ABQRDU,1,1,1,0,0,1,0,1,1,575,1660.027,954515.5,93,13.76896,0,1,1,0,0,0,0,0,0,1,1,772,1630.9304,1259078.3,124,14.045891,1,1,1,0,0,0,0,0,1,1,1,12,1884,22608,99,10.026103,0,1,1,512,1769.8104,906142.94,57.5,13.716953,ABQ,US-NM,Albuquerque,448607,67,0,RDU,US-NC,Raleigh/Durham,463128,77,0,455867.5,4,0,13.029958,2449225,1565,7.3556409,14.711282
70,ABQRIC,1,0,1,0,0,0,0,1,1,137,1727,236599,86.5,12.374126,1,1,1,0,0,0,0,0,0,1,1,281,1699.519,477564.84,117.5,13.076457,0,1,0,0,0,0,0,0,1,1,1,13,1849.25,24040.25,101.5,10.087526,0,1,0,0,0,0,0,0,ABQ,US-NM,Albuquerque,448607,67,0,RIC,US-VA,Richmond,197790,50,0,323198.5,2,0,12.686022,2679769,1637,7.4006205,14.801241
71,ABQSAN,0,1,0,0,0,1,1,1,1,10,1740,17400,103,9.7642832,0,1,1,0,0,0,0,0,1,1,1,94,1119,105186,124.5,11.563495,1,1,1,24,1202,28848,22,10.269831,1,1,1,224,1208.369,270674.66,117,12.508677,0,1,1,8820,639.38043,5639335.5,56.5,15.545277,ABQ,US-NM,Albuquerque,448607,67,0,SAN,US-CA,San Diego,1223400,85,1,836003.5,2,1,13.636388,394384,628,6.4425402,12.88508
72,ABQSAT,1,1,1,0,0,1,0,1,1,333,816,271728,105,12.512561,0,1,1,0,0,0,0,0,0,1,1,286,816,233376,125,12.360411,1,1,1,0,0,0,0,0,1,1,1,9,1143,10287,104,9.2387333,0,1,1,3737,707.8833,2645360,56.5,14.788318,ABQ,US-NM,Albuquerque,448607,67,0,SAT,US-TX,San Antonio,1144646,80,0,796626.5,4,0,13.588141,370881,609,6.4118185,12.823637
73,ABQSDF,1,0,1,0,0,1,0,1,1,80,1302,104160,77.5,11.553693,1,1,1,0,0,0,0,0,0,1,1,318,1411.3379,448805.44,124,13.014347,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,305,1227.4397,374369.09,56,12.833,ABQ,US-NM,Albuquerque,448607,67,0,SDF,US-KY,Louisville,256231,62,0,352419,3,0,12.772576,1411344,1188,7.0800266,14.160053
74,ABQSEA,0,1,1,1,1,1,1,1,1,45,2414.4443,108649.99,100.5,11.595896,0,1,1,0,0,0,0,0,0,1,1,218,1197.7333,261105.86,126.5,12.472685,0,1,1,244,1373,335012,32.5,12.721925,0,1,1,1768,1386.3295,2451030.5,126.5,14.71202,0,1,1,3970,1293.2256,5134105.5,57,15.451416,ABQ,US-NM,Albuquerque,448607,67,0,SEA,US-WA,Seattle,563374,86,0,505990.5,5,0,13.134274,1392400,1180,7.0732698,14.14654
75,ABQSFO,0,1,0,0,1,0,1,1,1,9,2033,18297,101,9.8145466,0,1,1,0,0,0,0,0,1,1,1,91,1092,99372,130,11.506636,1,1,1,112,1316,147392,32,11.900858,0,1,1,1120,1287.0815,1441531.4,120.5,14.181217,0,1,0,294,1007.0841,296082.72,52,12.598397,ABQ,US-NM,Albuquerque,448607,67,0,SFO,US-CA,San Francisco,776733,88,1,612670,2,1,13.325582,802816,896,6.7979403,13.595881
76,ABQSJC,0,1,0,0,1,1,1,1,1,6,2050.2,12301.199,100.5,9.4175329,0,1,1,0,0,0,0,0,1,1,1,82,1078,88396,113,11.389593,1,1,1,0,0,0,0,0,0,1,1,541,1299.1198,702823.81,108.5,13.462863,0,1,1,3060,950.24591,2907752.5,56.5,14.882892,ABQ,US-NM,Albuquerque,448607,67,0,SJC,US-CA,San Jose,894943,59,1,671775,3,1,13.417679,756900,870,6.7684932,13.536986
77,ABQSLC,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,869,497.01395,431905.13,130,12.975964,1,1,1,43,740,31820,25.5,10.367882,1,1,1,180,738.39063,132910.31,114.5,11.797438,0,1,1,2420,679.23291,1643743.6,57.5,14.312488,ABQ,US-NM,Albuquerque,448607,67,0,SLC,US-UT,Salt Lake City,181743,74,0,315175,3,0,12.660883,243049,493,6.2005091,12.401018
78,ABQSMF,0,1,0,0,1,1,1,1,1,5,2000,10000,91,9.2104406,0,1,1,0,0,0,0,0,1,1,1,75,1025,76875,112.5,11.249949,1,1,1,0,0,0,0,0,0,1,1,453,1263.8507,572524.38,105.5,13.257813,0,1,1,2477,962.36835,2383786.5,56,14.684201,ABQ,US-NM,Albuquerque,448607,67,0,SMF,US-CA,Sacramento,407018,61,1,427812.5,3,1,12.96644,749956,866,6.763885,13.52777
79,ABQSNA,0,1,0,0,0,1,1,1,1,8,1819.75,14558,97,9.5859642,0,1,1,0,0,0,0,0,1,1,1,11,1081,11891,115,9.3836212,1,1,1,0,0,0,0,0,1,1,1,134,1195,160130,108.5,11.983747,0,1,1,329,703.8913,231580.23,53.5,12.352686,ABQ,US-NM,Albuquerque,448607,67,0,SNA,US-CA,Santa Ana,337977,60,1,393292,2,1,12.882308,443556,666,6.5012898,13.00258
80,ABQSTL,1,0,0,0,0,1,0,1,1,91,1179.4651,107331.32,107,11.583685,1,1,1,0,0,0,0,0,1,1,1,12,1756.5714,21078.857,121.5,9.9560728,1,1,1,0,0,0,0,0,1,1,1,63,1121.7307,70669.031,110,11.165777,0,1,1,1726,971.08734,1676096.8,58,14.331979,ABQ,US-NM,Albuquerque,448607,67,0,STL,US-MO,St Louis,348189,90,0,398398,2,0,12.895206,872356,934,6.8394766,13.678953
81,ABQSYR,1,0,0,0,0,0,0,1,1,202,1762.0244,355928.94,80.5,12.782489,1,1,1,0,0,0,0,0,1,1,1,185,2059.0449,380923.31,111.5,12.850356,1,1,1,0,0,0,0,0,1,1,1,27,1841.2142,49712.785,94.5,10.814037,0,1,0,0,0,0,0,0,ABQ,US-NM,Albuquerque,448607,67,0,SYR,US-NY,Syracuse,147306,41,0,297956.5,1,0,12.604703,2975625,1725,7.4529824,14.905965
82,ABQTPA,1,1,1,0,0,1,0,1,1,224,1532.7252,343330.44,99.5,12.746451,0,1,1,0,0,0,0,0,0,1,1,578,1576.7368,911353.88,129,13.722688,1,1,1,0,0,0,0,0,1,1,1,42,1855,77910,106,11.263323,0,1,1,2390,1525.8524,3646787.3,57.5,15.109358,ABQ,US-NM,Albuquerque,448607,67,0,TPA,US-FL,Tampa,303447,92,1,376027,4,1,12.837417,2241009,1497,7.3112183,14.622437
83,ABQTUL,1,0,0,0,0,1,0,1,1,115,820.2381,94327.383,97.5,11.454537,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,142,890,126380,89,11.747056,0,1,1,1016,824.26288,837451.06,57.5,13.63812,ABQ,US-NM,Albuquerque,448607,67,0,TUL,US-OK,Tulsa,393049,52,0,420828,2,0,12.94998,369664,608,6.4101748,12.82035
84,ABQTUS,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,33,321,10593,121.5,9.2680435,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3910,321,1255110,55,14.042734,ABQ,US-NM,Albuquerque,448607,67,0,TUS,US-AZ,Tucson,486699,60,0,467653,2,0,13.055482,103041,321,5.771441,11.542882
85,ABQTYS,0,0,1,0,0,0,1,1,1,93,1341,124713,72.5,11.733778,1,1,1,0,0,0,0,0,0,1,1,220,1444.0834,317698.34,124.5,12.66886,0,1,0,0,0,0,0,0,1,1,1,33,1712,56496,95,10.941943,0,1,0,0,0,0,0,0,ABQ,US-NM,Albuquerque,448607,67,0,TYS,US-TN,Knoxville,173890,38,0,311248.5,1,0,12.648347,1792921,1339,7.1996784,14.399357
86,AGSATL,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13,143,1859,122.5,7.5283318,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,ATL,US-GA,Atlanta,416474,97,0,305828,1,0,12.630778,20449,143,4.9628448,9.9256897
87,AGSBNA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,398.5,1594,108.5,7.374629,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,BNA,US-TN,Nashville,545524,86,0,370353,1,0,12.822212,127449,357,5.8777356,11.755471
88,AGSBOS,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,20,1089,21780,107.5,9.9887934,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,BOS,US-MA,Boston,589141,90,0,392161.5,1,0,12.879429,751689,867,6.765039,13.530078
89,AGSBWI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,719,1438,98.5,7.2717037,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,BWI,US-MD,Baltimore,651154,85,0,423168,0,0,12.955524,250000,500,6.2146082,12.429216
90,AGSCVG,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,516,2580,113,7.8559322,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,CVG,US-KY,Cincinnati,331285,70,0,263233.5,1,0,12.480797,176400,420,6.0402546,12.080509
91,AGSDAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,DAL,US-TX,Dallas,1188580,93,0,691881,0,0,13.447169,746496,864,6.7615728,13.523146
92,AGSDCA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,690,3450,102.5,8.1464195,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,DCA,US-DC,Washington,572059,87,0,383620.5,1,0,12.857409,220900,470,6.1527328,12.305466
93,AGSDEN,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,8,1342,10736,109.5,9.2814512,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,DEN,US-CO,Denver,554636,95,0,374909,1,0,12.834438,1800964,1342,7.2019162,14.403832
94,AGSDFW,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,885.59998,10627.199,117,9.271266,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,364938,1,0,12.807483,763876,874,6.7730803,13.546161
95,AGSFLL,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,724,2172,105.5,7.6838641,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,FLL,US-FL,Fort Lauderdale,152397,84,1,173789.5,1,1,12.0656,524176,724,6.5847912,13.169582
96,AGSLAX,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,2107.5,10537.5,108,9.2627907,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,LAX,US-CA,Los Angeles,3694820,95,1,1945001,1,1,14.480773,4363921,2089,7.6444407,15.288881
97,AGSLGA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,904,8136,102,9.0041771,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,LGA,US-NY,New York,8008278,87,0,4101730,1,0,15.226919,466489,683,6.526495,13.05299
98,AGSMCI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,7,835,5845,100.5,8.6735134,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,MCI,US-MO,Kansas City,441545,86,0,318363.5,0,0,12.670949,697225,835,6.7274318,13.454864
99,AGSMCO,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,546,3276,114.5,8.0946836,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,MCO,US-FL,Orlando,185951,92,1,190566.5,1,1,12.157757,298116,546,6.302619,12.605238
100,AGSMEM,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,475,2850,104,7.9554253,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,MEM,US-TN,Memphis,650100,70,0,422641,1,0,12.954278,225625,475,6.1633148,12.32663
101,AGSMIA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,738,2952,104,7.9905767,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,MIA,US-FL,Miami,362470,89,1,278826,1,1,12.538343,544644,738,6.6039438,13.207888
102,AGSMSY,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,568,5112,105,8.5395412,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,MSY,US-LA,New Orleans,484674,87,0,339928,1,0,12.736489,322624,568,6.3421216,12.684243
103,AGSORD,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,15,749,11235,104,9.3268785,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,ORD,US-IL,Chicago,2896016,97,0,1545599,1,0,14.250922,458329,677,6.5176711,13.035342
104,AGSSAT,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,1017,4068,105.5,8.3111525,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,SAT,US-TX,San Antonio,1144646,80,0,669914,1,0,13.414905,1034289,1017,6.9246125,13.849225
105,AGSSEA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2325,4650,107,8.4448376,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,SEA,US-WA,Seattle,563374,86,0,379278,0,0,12.846025,5405625,2325,7.7514753,15.502951
106,AGSSFO,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,8,2282,18256,110.5,9.8123035,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,SFO,US-CA,San Francisco,776733,88,1,485957.5,1,1,13.093877,5207524,2282,7.7328076,15.465615
107,AGSSTL,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,676.5,2029.5,102,7.6160374,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,STL,US-MO,St Louis,348189,90,0,271685.5,1,0,12.512401,391876,626,6.4393506,12.878701
108,AGSTPA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,549,4941,109.5,8.5055256,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,AGS,US-GA,Augusta,195182,23,0,TPA,US-FL,Tampa,303447,92,1,249314.5,1,1,12.426471,301401,549,6.3080983,12.616197
109,ALBATL,0,1,1,0,0,0,1,1,1,55,1329,73095,84.5,11.199529,0,1,1,0,0,0,0,0,0,1,1,4428,882.75671,3908846.8,131.5,15.178753,0,0,1,0,0,0,0,0,1,1,1,20,1210.5,24210,106,10.094563,0,1,0,0,0,0,0,0,ALB,US-NY,Albany,95658,50,0,ATL,US-GA,Atlanta,416474,97,0,256066,2,0,12.453191,725904,852,6.7475867,13.495173
110,ALBAUS,1,0,1,0,0,1,0,1,1,476,1672.9767,796336.88,92,13.587779,1,1,1,0,0,0,0,0,0,1,1,505,1634.7233,825535.25,112.5,13.623789,0,0,1,0,0,0,0,0,1,1,1,27,1831.8,49458.602,99.5,10.808911,0,1,1,249,1656.7013,412518.63,54.5,12.930039,ALB,US-NY,Albany,95658,50,0,AUS,US-TX,Austin,656562,74,0,376110,3,0,12.837637,2477476,1574,7.3613753,14.722751
111,ALBBHM,0,0,1,0,0,0,1,1,1,2,2032,4064,66.5,8.3101692,1,1,1,0,0,0,0,0,0,1,1,322,996.75153,320954,113,12.679056,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,136,970,131920,54.5,11.789959,ALB,US-NY,Albany,95658,50,0,BHM,US-AL,Birmingham,242820,60,0,169239,1,0,12.039067,931225,965,6.872128,13.744256
112,ALBBNA,0,1,1,0,0,1,1,1,1,28,1132,31696,83.5,10.363977,0,1,1,0,0,0,0,0,0,1,1,207,1067.2968,220930.42,117.5,12.305608,0,0,0,3,867,2601,26.5,7.8640356,1,1,1,0,0,0,0,0,0,1,1,808,886.73334,716480.56,54,13.482108,ALB,US-NY,Albany,95658,50,0,BNA,US-TN,Nashville,545524,86,0,320591,3,0,12.677921,680625,825,6.7153835,13.430767
113,ALBBWI,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,288,288,107.5,5.6664267,0,0,1,0,0,0,0,0,1,1,1,2,329,658,108,6.4907236,0,1,1,16833,289.22302,4868491,55,15.398294,ALB,US-NY,Albany,95658,50,0,BWI,US-MD,Baltimore,651154,85,0,373406,1,0,12.830421,82944,288,5.6629605,11.325921
114,ALBCHS,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,105,1111,116655,114,11.666985,0,0,1,0,0,0,0,0,0,1,0,1,766,766,74.5,6.6424866,0,1,0,0,0,0,0,0,ALB,US-NY,Albany,95658,50,0,CHS,US-SC,Charleston,96650,55,0,96154,1,0,11.473706,580644,762,6.6359468,13.271894
115,ALBCMH,0,1,0,0,0,1,1,1,1,2,1002,2004,79.5,7.6033993,0,1,1,0,0,0,0,0,1,1,1,23,1021.4445,23493.223,108,10.064509,0,0,1,2,624,1248,23.5,7.1300983,1,1,1,4,1019,4076,107,8.313117,0,1,1,135,624,84240,53.5,11.341437,ALB,US-NY,Albany,95658,50,0,CMH,US-OH,Columbus,711470,73,0,403564,2,0,12.908091,258064,508,6.2304816,12.460963
116,ALBCVG,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1143,626.46838,716053.38,122,13.481511,0,0,0,0,0,0,0,0,1,1,1,6,987,5922,101.5,8.6865988,0,1,0,0,0,0,0,0,ALB,US-NY,Albany,95658,50,0,CVG,US-KY,Cincinnati,331285,70,0,213471.5,1,0,12.271258,388129,623,6.4345465,12.869093
117,ALBDAB,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,300,1221,366300,102.5,12.811211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ALB,US-NY,Albany,95658,50,0,DAB,US-FL,Daytona Beach,64112,34,1,79885,1,1,11.288343,1054729,1027,6.9343972,13.868794
118,ALBDAL,0,0,0,0,0,0,1,1,1,19,1521,28899,53.5,10.271597,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,32,1742,55744,55.5,10.928543,ALB,US-NY,Albany,95658,50,0,DAL,US-TX,Dallas,1188580,93,0,642119,0,0,13.372529,2070721,1439,7.2717037,14.543407
119,ALBDCA,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,ALB,US-NY,Albany,95658,50,0,DCA,US-DC,Washington,572059,87,0,333858.5,1,0,12.718472,101124,318,5.7620516,11.524103
120,ALBDEN,1,1,1,0,1,0,0,1,1,557,1631.4208,908701.38,96,13.719773,0,1,1,0,0,0,0,0,0,1,1,193,1820.7717,351408.94,118.5,12.769709,0,0,1,0,0,0,0,0,0,1,1,528,1638.8,865286.44,133.5,13.670817,0,1,0,0,0,0,0,0,ALB,US-NY,Albany,95658,50,0,DEN,US-CO,Denver,554636,95,0,325147,4,0,12.692033,2588881,1609,7.383368,14.766736
121,ALBDFW,1,1,1,0,0,0,0,1,1,670,1524.5188,1021427.6,105.5,13.836713,0,1,1,0,0,0,0,0,0,1,1,658,1538.3896,1012260.4,126,13.827698,0,0,1,0,0,0,0,0,1,1,1,107,1524.4286,163113.86,115.5,12.00221,0,1,0,0,0,0,0,0,ALB,US-NY,Albany,95658,50,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,315176,3,0,12.660887,2059225,1435,7.2689199,14.53784
